Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Vehicle_Type,Date,DayLengthHours,MaxTemperature,MaxWindSpeed,MinTemperature,SolarRadiation,TotalPrecipitation
f43f1c25-c55b-48b6-9b5e-2e058b594309,2021-03-27,5,2,3,1,51.881914,2,Cheltenham,-2.07871,1,2,Gloucestershire,1,2,30,2024-12-10T13:08:00.000+01:00,1,2,2021-03-27,12.65,9.7,29.3,2.4,9.9,0.0
201001TB00063,2022-04-02,5,1,2,2,51.523686,1,Camden,-0.137471,1,2,Metropolitan Police,1,3,30,2024-12-10T23:46:00.000+01:00,1,2,2022-04-02,13.033333333333333,8.4,15.0,-1.1,16.49,0.8
200911ND00829,2021-01-15,4,2,4,1,54.802401,2,Durham,-1.578547,2,3,Durham,2,2,30,2024-12-10T15:25:00.000+01:00,1,2,2021-01-15,7.85,-0.1,27.4,-5.0,3.33,0.0
a90e25d7-6435-4995-b70c-0aacbbcaadd1,2021-08-27,4,3,6,1,54.582466,2,Eden,-2.698855,1,1,Cumbria,2,5,70,2024-12-10T11:10:00.000+01:00,0,2,2021-08-27,14.083333333333334,16.0,9.4,8.6,15.05,0.0
f86076dd-baa4-4120-9134-f6f8a5f103ef,2022-12-06,1,2,6,1,54.069624,2,Ryedale,-0.922177,1,2,North Yorkshire,4,5,70,2024-12-10T11:44:00.000+01:00,0,2,2022-12-06,7.6,6.1,20.1,2.0,1.64,0.9
200901WW50311,2021-04-26,7,1,2,1,51.443773,1,Wandsworth,-0.168066,1,2,Metropolitan Police,1,2,30,2024-12-10T22:30:00.000+01:00,1,3,2021-04-26,14.566666666666666,11.5,20.0,3.0,21.73,0.0
200930B000030,2021-01-20,2,1,2,1,53.014043,2,Derbyshire Dales,-1.731667,2,3,Derbyshire,2,2,30,2024-12-10T10:05:00.000+01:00,0,1,2021-01-20,8.366666666666667,10.0,33.5,2.2,0.6,22.2
201014K242010,2022-09-14,2,1,2,2,53.335958,1,Sheffield,-1.510093,2,2,South Yorkshire,2,2,30,2024-12-10T20:05:00.000+01:00,1,2,2022-09-14,12.783333333333333,18.8,16.8,9.7,16.16,0.0
201022F004319,2022-08-30,1,2,3,1,52.349052,2,Shropshire,-2.721536,2,2,West Mercia,1,2,60,2024-12-10T09:53:00.000+01:00,0,2,2022-08-30,13.75,18.7,18.8,11.1,12.74,0.0
200901EO40463,2021-08-15,6,3,6,1,51.546813,1,Islington,-0.104796,1,1,Metropolitan Police,1,2,30,2024-12-10T21:15:00.000+01:00,1,2,2021-08-15,14.616666666666667,22.0,22.7,14.5,14.66,1.3
20099705712,2021-12-17,4,3,6,1,55.861806,2,North Larkshire,-4.030614,2,3,Strathclyde,2,2,30,2024-12-10T13:00:00.000+01:00,1,4,2021-12-17,7.0,8.6,7.8,2.1,1.19,0.0
200950FT2J065,2021-12-03,4,1,5,1,50.471139,2,Torbay,-3.539779,1,3,Devon and Cornwall,1,3,30,2024-12-10T12:50:00.000+01:00,1,2,2021-12-03,8.266666666666667,11.4,23.4,5.0,1.21,11.8
200920H061702,2021-10-28,3,2,1,1,52.568367,1,Walsall,-2.011918,1,2,West Midlands,2,2,30,2024-12-10T21:15:00.000+01:00,1,4,2021-10-28,9.8,16.1,34.5,12.5,4.06,4.1
20093102B1042,2021-05-18,1,3,6,1,53.193698,2,Newark and Sherwood,-1.031389,1,1,Nottinghamshire,2,2,60,2024-12-10T16:25:00.000+01:00,0,2,2021-05-18,16.033333333333335,15.4,19.8,6.3,18.9,5.2
200950JN2B019,2021-08-27,4,2,6,1,50.556424,2,Teignbridge,-3.59804,1,2,Devon and Cornwall,2,2,30,2024-12-10T16:30:00.000+01:00,1,2,2021-08-27,13.8,17.8,13.8,11.1,17.65,0.0
c3939e20-ee6d-4347-8bfa-3350a25d3f95,2021-02-22,7,3,6,1,53.786382,2,Bradford,-1.788386,1,2,West Yorkshire,1,2,30,2024-12-10T17:10:00.000+01:00,1,2,2021-02-22,10.333333333333334,9.4,14.3,1.1,4.94,7.0
201001CW11064,2022-06-04,5,3,6,1,51.517209,2,Camden,-0.120439,1,2,Metropolitan Police,1,2,30,2024-12-10T12:05:00.000+01:00,1,2,2022-06-04,16.4,19.7,30.0,11.9,20.44,2.4
20103102C0620,2022-02-16,2,3,6,1,52.904787,2,Nottingham,-1.189653,1,2,Nottinghamshire,1,2,40,2024-12-10T08:55:00.000+01:00,1,2,2022-02-16,9.966666666666667,13.5,49.9,7.5,3.92,6.3
adf05e17-eac1-4725-ac50-eda318055312,2022-06-17,4,3,6,1,55.111636,2,Northumberland,-1.852296,1,2,Northumbria,1,2,60,2024-12-10T17:04:00.000+01:00,0,2,2022-06-17,17.383333333333333,22.0,30.9,12.2,15.15,0.3
201006F037051,2022-09-29,3,2,3,1,53.498617,2,Salford,-2.278099,1,2,Greater Manchester,1,2,30,2024-12-10T09:05:00.000+01:00,1,2,2022-09-29,11.733333333333333,16.4,21.6,7.3,10.99,0.1
3b9d635a-3cd1-4ca1-adef-81a8720dfce9,2021-12-10,4,1,2,1,53.831433,0,Bradford,-1.712188,1,2,West Yorkshire,1,2,30,2024-12-10T17:20:00.000+01:00,1,2,2021-12-10,7.533333333333333,6.3,27.6,2.4,3.16,0.1
1b626938-102f-497a-9c35-83584d55161f,2021-10-11,7,2,4,2,55.400324,0,Northumberland,-1.691267,3,2,Northumbria,1,5,70,2024-12-10T01:20:00.000+01:00,0,2,2021-10-11,10.783333333333333,14.7,20.5,9.2,8.44,1.1
2009170S10599,2021-02-27,5,3,6,2,54.584621,2,Stockton-on-Tees,-1.316513,1,1,Cleveland,1,2,30,2024-12-10T15:49:00.000+01:00,1,2,2021-02-27,10.65,11.8,12.2,3.9,9.94,0.0
201050JN2O007,2022-05-10,1,2,3,1,50.547555,2,Teignbridge,-3.63444,1,2,Devon and Cornwall,1,2,60,2024-12-10T17:10:00.000+01:00,0,1,2022-05-10,15.25,17.7,23.5,11.7,16.14,2.4
ea00fa9f-2050-43a6-901a-36351aa31bf4,2021-09-12,6,2,3,1,53.09354,2,Cheshire East,-2.462891,1,2,Cheshire,1,2,30,2024-12-10T15:15:00.000+01:00,1,2,2021-09-12,12.9,16.4,12.3,12.1,4.67,3.3
200950AH2I003,2021-08-06,4,2,6,1,50.048309,2,Cornwall,-5.235932,1,1,Devon and Cornwall,1,3,30,2024-12-10T13:30:00.000+01:00,0,2,2021-08-06,14.966666666666667,16.4,40.4,15.0,20.34,1.9
f34ee1e6-613f-4316-b750-55bb493c82c2,2021-04-15,3,2,3,2,55.908133,2,West Lothian,-3.493879,1,1,Lothian and Borders,2,2,30,2024-12-10T17:25:00.000+01:00,1,2,2021-04-15,14.216666666666667,11.8,14.1,0.6,16.83,0.0
200905AA33591,2021-07-14,2,2,3,1,53.428367,2,Wirral,-3.068239,1,2,Merseyside,1,2,30,2024-12-10T21:04:00.000+01:00,1,2,2021-07-14,16.533333333333335,18.6,23.8,14.5,26.09,0.0
200963BC20409,2021-11-20,5,3,6,1,52.068223,0,Ceredigion,-4.676627,1,1,Dyfed-Powys,2,2,60,2024-12-10T17:38:00.000+01:00,0,2,2021-11-20,8.55,10.6,22.4,9.0,2.43,3.8
e359b18e-571e-40a4-b7a0-b54fd1fe4ac0,2022-10-06,3,3,6,1,51.502903,2,South Gloucestershire,-2.515033,1,2,Avon and Somerset,2,5,50,2024-12-10T07:40:00.000+01:00,0,2,2022-10-06,11.3,17.0,27.1,9.6,9.48,0.0
201001YE80079,2022-01-31,7,1,3,1,51.614518,1,Enfield,-0.109776,2,2,Metropolitan Police,2,2,30,2024-12-10T18:20:00.000+01:00,1,2,2022-01-31,9.116666666666667,8.1,36.3,3.6,6.7,0.7
201006C038043,2022-10-26,2,2,3,1,53.380517,2,Manchester,-2.27297,2,3,Greater Manchester,2,2,30,2024-12-10T15:30:00.000+01:00,1,3,2022-10-26,9.883333333333333,16.9,30.1,12.3,6.3,1.5
d284f3ca-1d0a-4b4a-a3a8-d2dcbc3b21b0,2021-01-12,1,2,4,1,53.740944,2,Kirklees,-1.721449,1,3,West Yorkshire,2,5,70,2024-12-10T09:20:00.000+01:00,0,3,2021-01-12,7.883333333333334,7.0,26.8,-0.8,3.91,4.2
200937L017181,2021-07-23,4,3,6,2,52.472167,2,Waveney,1.749183,1,1,Suffolk,2,2,30,2024-12-10T17:50:00.000+01:00,1,2,2021-07-23,15.983333333333333,19.1,17.1,13.9,21.3,0.0
36ac159a-f735-4f62-88fd-96d2920ffce1,2021-02-09,1,2,3,1,51.348113,1,Medway,0.543153,1,2,Kent,2,2,40,2024-12-10T17:51:00.000+01:00,1,1,2021-02-09,9.683333333333334,-0.5,24.6,-1.9,3.99,1.2
200943W186099,2021-09-26,6,3,6,3,51.416016,0,West Berkshire,-1.499685,2,1,Thames Valley,1,2,60,2024-12-10T07:00:00.000+01:00,0,2,2021-09-26,11.95,20.6,22.5,12.8,10.65,0.0
201032B238910,2022-08-18,3,3,6,1,52.825295,2,South Kesteven,-0.629378,1,1,Lincolnshire,1,5,70,2024-12-10T05:09:00.000+01:00,0,2,2022-08-18,14.566666666666666,22.8,22.9,13.8,12.34,1.6
201001JC30377,2022-07-28,3,3,6,1,51.60529,2,Waltham Forest,0.002051,1,1,Metropolitan Police,1,2,30,2024-12-10T19:34:00.000+01:00,1,2,2022-07-28,15.633333333333333,21.6,16.8,14.7,17.12,1.9
20093102C2918,2021-11-09,1,2,2,1,52.960655,2,Nottingham,-1.236696,2,3,Nottinghamshire,2,2,30,2024-12-10T11:50:00.000+01:00,1,2,2021-11-09,9.033333333333333,14.0,23.3,9.9,3.56,0.1
c7d902bc-951a-47be-84ef-d88959776560,2021-11-03,2,2,3,1,51.831946,1,Gloucester,-2.208072,1,2,Gloucestershire,2,2,30,2024-12-10T18:14:00.000+01:00,1,2,2021-11-03,9.483333333333333,9.5,17.5,1.1,5.39,0.0
073a22e3-0391-4089-9268-deb8a4cb9b3d,2022-10-30,6,3,6,1,54.36745,2,South Lakeland,-2.588227,2,5,Cumbria,2,5,70,2024-12-10T11:21:00.000+01:00,0,2,2022-10-30,9.516666666666667,13.1,28.7,10.4,3.61,4.2
a2b68486-f50a-4d78-9715-0d5df318283a,2021-12-17,4,3,6,1,53.847656,2,Leeds,-1.550803,1,1,West Yorkshire,1,2,30,2024-12-10T12:05:00.000+01:00,1,2,2021-12-17,7.433333333333334,6.6,8.7,0.4,1.52,0.0
6e0cd9d4-6fa8-4895-8321-8fabe39f1999,2021-04-04,6,2,3,1,51.392671,2,North Somerset,-2.827699,1,2,Avon and Somerset,1,2,30,2024-12-10T12:30:00.000+01:00,0,2,2021-04-04,13.183333333333334,10.9,25.8,0.1,20.12,0.0
"200922E901354,2021-03-04,3,3,6,1,52.216607,2,""Herefordshire, County of"",-2.475969,1,1,West Mercia,1,2,60,2024-12-10T18:26:00.000+01:00,0,2,2021-03-04,11.1,4.9,20.1,2.1,3.74,0.2"
277bd780-e380-49c7-b6c1-71a261512b92,2021-02-27,5,2,6,1,53.093487,2,Crewe and ntwich,-2.403307,1,2,Cheshire,1,2,60,2024-12-10T16:00:00.000+01:00,0,2,2021-02-27,10.716666666666667,9.8,8.9,-0.6,9.44,0.0
200930C000542,2021-10-14,3,2,3,2,53.256848,2,Chesterfield,-1.427803,2,2,Derbyshire,1,2,30,2024-12-10T12:00:00.000+01:00,1,2,2021-10-14,10.683333333333334,15.6,28.8,9.4,6.13,0.0
200914C107609,2021-08-28,5,1,1,1,53.432978,2,Rotherham,-1.363878,1,2,South Yorkshire,1,4,40,2024-12-10T11:38:00.000+01:00,1,2,2021-08-28,13.933333333333334,20.2,12.7,9.8,16.07,0.0
200901CW12656,2021-12-05,6,2,3,1,51.527816,2,Camden,-0.131391,1,1,Metropolitan Police,2,2,30,2024-12-10T19:40:00.000+01:00,1,1,2021-12-05,8.066666666666666,6.9,27.5,4.1,1.28,3.4
201001CW12588,2022-11-13,6,1,2,1,51.51472,1,Westminster,-0.173436,1,2,Metropolitan Police,1,2,30,2024-12-10T21:15:00.000+01:00,1,3,2022-11-13,8.983333333333333,15.3,12.8,7.5,5.27,0.0
53539446-f6d7-42b6-98a8-244bfa9f2b75,2021-09-01,2,3,6,1,53.238685,2,Isle of Anglesey,-4.172865,1,1,North Wales,2,2,50,2024-12-10T12:00:00.000+01:00,0,2,2021-09-01,13.65,15.8,18.0,12.2,10.44,0.1
201022G006100,2022-12-08,3,2,3,1,52.695557,2,Telford and Wrekin,-2.510015,1,1,West Mercia,4,2,30,2024-12-10T15:15:00.000+01:00,1,2,2022-12-08,7.783333333333333,1.2,9.8,-3.9,3.74,0.0
201001TX20506,2022-07-24,6,2,3,1,51.470911,2,Hounslow,-0.380513,1,2,Metropolitan Police,1,2,30,2024-12-10T12:34:00.000+01:00,1,2,2022-07-24,15.8,26.1,24.4,16.8,23.58,2.9
200901YE80052,2021-01-28,3,2,3,1,51.618313,2,Enfield,-0.088672,3,1,Metropolitan Police,1,2,30,2024-12-10T15:29:00.000+01:00,1,3,2021-01-28,8.966666666666667,12.3,27.0,7.2,4.14,18.5
200906G014650,2021-05-01,5,2,3,1,53.5097,2,Tameside,-2.079734,2,2,Greater Manchester,1,2,30,2024-12-10T15:30:00.000+01:00,1,2,2021-05-01,15.1,9.2,11.5,2.0,20.33,1.6
200906F014533,2021-04-30,4,2,1,1,53.503466,2,Salford,-2.348389,1,2,Greater Manchester,1,4,30,2024-12-10T11:30:00.000+01:00,1,2,2021-04-30,15.033333333333333,9.2,14.1,0.2,18.45,2.9
200942I284508,2021-08-26,3,2,6,1,51.467747,2,Thurrock,0.261532,1,3,Essex,1,5,50,2024-12-10T14:07:00.000+01:00,0,2,2021-08-26,13.933333333333334,18.5,22.7,14.2,9.49,0.1
2cc3dc6f-2679-49d9-be04-cce71b5a71fd,2022-04-12,1,3,6,1,52.679196,2,Lichfield,-1.935625,2,3,Staffordshire,1,2,30,2024-12-10T14:50:00.000+01:00,1,2,2022-04-12,13.75,13.6,18.3,6.8,7.18,3.4
9fc713a5-f46a-40f9-9fc7-bafd256e6d5f,2022-01-04,1,2,1,1,51.391956,1,Medway,0.490957,1,2,Kent,4,4,30,2024-12-10T16:59:00.000+01:00,1,2,2022-01-04,8.016666666666667,8.4,22.3,1.5,0.73,2.4
2009400D00004,2021-12-13,7,2,4,1,51.961826,2,Central Bedfordshire,-0.512506,1,2,Bedfordshire,1,2,60,2024-12-10T12:35:00.000+01:00,0,2,2021-12-13,7.8,11.6,26.3,9.4,2.22,0.1
c57adcf6-8de3-4e9f-92f6-6fd6c6992fe4,2021-03-12,4,2,2,1,50.88179,0,South Somerset,-2.792032,1,2,Avon and Somerset,1,2,30,2024-12-10T19:17:00.000+01:00,0,2,2021-03-12,11.666666666666666,9.1,33.2,4.9,9.11,1.7
200901KF76891,2021-01-06,2,2,5,1,51.554652,2,Newham,0.059693,2,2,Metropolitan Police,4,2,30,2024-12-10T16:01:00.000+01:00,1,2,2021-01-06,8.05,4.8,18.0,0.0,2.03,2.6
20103102C2739,2022-11-20,6,2,1,2,52.942152,2,Nottingham,-1.146395,1,2,Nottinghamshire,1,4,30,2024-12-10T11:55:00.000+01:00,1,2,2022-11-20,8.433333333333334,9.8,20.3,3.8,4.21,4.1
20104100C0118,2022-01-29,5,2,6,1,51.642674,1,Three Rivers,-0.3942,1,1,Hertfordshire,2,2,30,2024-12-10T19:30:00.000+01:00,1,2,2022-01-29,9.0,12.5,34.2,5.2,3.88,0.1
20093102D2748,2021-11-04,3,2,3,1,52.996058,2,Broxtowe,-1.234135,2,2,Nottinghamshire,2,2,30,2024-12-10T10:22:00.000+01:00,1,2,2021-11-04,9.333333333333334,8.1,27.6,2.4,6.0,0.1
7c3fc477-0b31-4f65-bc69-262ecad4d057,2022-09-18,6,3,6,1,54.395799,2,Richmondshire,-1.687459,1,2,North Yorkshire,1,2,60,2024-12-10T14:00:00.000+01:00,0,2,2022-09-18,12.516666666666667,15.6,21.4,9.3,8.59,0.2
200942I225407,2021-07-17,5,2,5,1,51.887523,2,Colchester,0.897755,2,1,Essex,2,2,30,2024-12-10T12:10:00.000+01:00,1,2,2021-07-17,16.15,24.7,12.0,12.8,27.9,0.0
201045RE51885,2022-07-01,4,3,6,1,51.303209,2,Reigate and Banstead,-0.220151,1,3,Surrey,1,5,40,2024-12-10T19:58:00.000+01:00,1,2,2022-07-01,16.5,18.5,24.2,9.3,21.82,0.6
2010550C34012,2022-08-06,5,2,3,1,50.719584,2,Bournemouth,-1.885933,1,1,Dorset,1,2,30,2024-12-10T16:30:00.000+01:00,1,1,2022-08-06,15.05,23.4,17.4,12.2,25.84,0.0
5f931882-988c-4333-9e50-00942a358f9a,2021-07-13,1,3,6,1,50.96579,2,Winchester,-1.133136,3,3,Hampshire,1,2,30,2024-12-10T14:50:00.000+01:00,0,2,2021-07-13,16.15,21.5,17.5,14.2,20.97,1.6
200904EA09327,2021-11-15,7,3,6,1,53.751012,1,Blackburn with Darwen,-2.454619,1,1,Lancashire,2,2,30,2024-12-10T19:27:00.000+01:00,1,2,2021-11-15,8.566666666666666,9.0,14.8,7.2,0.7,1.3
201006A031394,2022-05-09,7,2,3,1,53.519006,2,Manchester,-2.243845,1,2,Greater Manchester,1,2,30,2024-12-10T20:00:00.000+01:00,1,2,2022-05-09,15.566666666666666,17.8,29.1,7.5,13.59,0.4
"3863c0d9-965c-460c-a181-f71156792293,2022-04-08,4,2,1,1,51.457654,2,""Bristol, City of"",-2.612829,1,2,Avon and Somerset,1,4,30,2024-12-10T08:40:00.000+01:00,1,2,2022-04-08,13.416666666666666,10.0,20.8,2.4,16.07,1.1"
200901TX20167,2021-03-21,6,2,3,1,51.483331,2,Hounslow,-0.381225,1,2,Metropolitan Police,1,2,30,2024-12-10T14:00:00.000+01:00,1,3,2021-03-21,12.25,10.8,16.1,5.8,10.56,0.1
201001PL60110,2022-02-04,4,2,3,1,51.444405,1,Lewisham,-0.024278,1,2,Metropolitan Police,1,2,30,2024-12-10T21:55:00.000+01:00,1,2,2022-02-04,9.366666666666667,9.1,29.9,3.3,4.1,3.9
200906L024290,2021-11-06,5,1,3,1,53.53853,2,Wigan,-2.696334,2,2,Greater Manchester,1,2,30,2024-12-10T07:50:00.000+01:00,0,1,2021-11-06,9.133333333333333,12.8,36.0,9.2,2.85,4.5
201050ED2E028,2022-09-18,6,2,5,1,50.387635,2,Plymouth,-4.153959,1,1,Devon and Cornwall,1,2,30,2024-12-10T17:05:00.000+01:00,1,1,2022-09-18,12.466666666666667,16.9,16.5,7.4,16.72,0.0
201001MM70166,2022-03-14,7,2,3,1,51.505208,2,Southwark,-0.095571,1,2,Metropolitan Police,1,2,30,2024-12-10T13:00:00.000+01:00,1,2,2022-03-14,11.766666666666667,12.4,16.3,2.0,12.02,1.2
200997NC70102,2021-02-02,1,3,6,1,55.910844,0,North Larkshire,-4.133502,1,4,Strathclyde,3,2,60,2024-12-10T08:05:00.000+01:00,0,4,2021-02-02,8.716666666666667,2.1,34.4,1.3,1.15,8.5
201001XD80728,2022-09-25,6,2,4,1,51.535499,2,Ealing,-0.343471,3,2,Metropolitan Police,1,1,50,2024-12-10T15:19:00.000+01:00,1,2,2022-09-25,12.016666666666667,15.7,15.7,8.2,11.62,0.0
201022F003747,2022-07-25,7,2,5,2,52.967468,2,Shropshire,-2.708414,5,3,West Mercia,1,2,60,2024-12-10T19:00:00.000+01:00,0,2,2022-07-25,15.966666666666667,19.4,26.6,14.2,18.78,1.3
200950DE2A005,2021-02-14,6,2,6,1,50.731637,2,Exeter,-3.556949,1,2,Devon and Cornwall,1,2,30,2024-12-10T14:18:00.000+01:00,1,2,2021-02-14,10.033333333333333,10.6,31.4,4.6,1.02,16.2
201022G100027,2022-12-27,1,2,3,1,52.706207,1,Telford and Wrekin,-2.478318,1,1,West Mercia,4,2,30,2024-12-10T20:55:00.000+01:00,1,2,2022-12-27,7.65,9.8,33.4,2.5,0.94,6.6
200904TA09267,2021-12-31,4,3,6,1,53.824517,2,South Ribble,-2.24516,1,2,Lancashire,1,5,70,2024-12-10T12:00:00.000+01:00,0,2,2021-12-31,7.5,12.8,31.0,10.9,2.07,12.7
201043P267010,2022-01-30,6,2,3,1,51.701321,2,Vale of White Horse,-1.305245,1,2,Thames Valley,4,2,30,2024-12-10T19:30:00.000+01:00,1,2,2022-01-30,9.033333333333333,8.4,28.5,-0.3,6.16,0.7
200934NE32749,2021-08-07,5,2,2,1,52.55132,2,East Northamptonshire,-0.580704,1,4,Northamptonshire,1,2,60,2024-12-10T17:55:00.000+01:00,0,2,2021-08-07,15.2,19.0,23.9,11.7,16.21,1.1
201043N058110,2022-11-11,4,3,6,1,51.518847,2,South Bucks,-0.682649,2,2,Thames Valley,2,2,30,2024-12-10T10:55:00.000+01:00,1,1,2022-11-11,9.1,16.2,27.4,10.2,4.23,0.4
200930D000483,2021-06-23,2,2,4,1,52.909225,2,Derby,-1.465405,1,3,Derbyshire,1,2,30,2024-12-10T16:33:00.000+01:00,1,2,2021-06-23,16.9,19.8,15.9,7.7,27.31,0.0
2cfb44c8-e6a7-4905-a689-018a381a28c8,2022-07-07,3,3,6,1,52.559738,2,Fenland,-0.154523,2,3,Cambridgeshire,1,2,40,2024-12-10T08:30:00.000+01:00,1,4,2022-07-07,16.616666666666667,24.1,22.4,14.5,22.63,0.0
9b105edd-00ab-4d2a-b7df-508abac6a810,2022-11-04,4,2,3,2,53.690052,0,Kirklees,-1.713759,4,2,West Yorkshire,1,2,30,2024-12-10T21:20:00.000+01:00,0,4,2022-11-04,9.266666666666667,10.6,22.8,4.3,6.49,0.0
20093102C0670,2021-03-10,2,2,4,2,52.939599,2,Nottingham,-1.179628,1,2,Nottinghamshire,1,5,40,2024-12-10T10:50:00.000+01:00,1,2,2021-03-10,11.483333333333333,11.5,40.5,5.4,1.91,9.4
855b816d-6d9a-4f1d-878d-2cdb7bbb86bb,2021-06-01,1,3,6,1,54.99929,2,Newcastle upon Tyne,-1.662933,1,1,Northumbria,1,5,40,2024-12-10T19:01:00.000+01:00,1,2,2021-06-01,17.0,18.4,17.6,7.4,28.96,0.0
200942I167905,2021-05-23,6,2,3,1,51.781964,2,Colchester,0.929263,1,2,Essex,1,2,30,2024-12-10T14:30:00.000+01:00,0,1,2021-05-23,16.033333333333335,12.9,34.7,6.1,16.08,3.7
2010160B00161,2022-01-15,5,3,6,1,53.526335,2,North Lincolnshire,-0.824989,1,2,Humberside,2,2,30,2024-12-10T13:30:00.000+01:00,0,2,2022-01-15,8.05,4.1,14.0,-0.6,2.18,0.0
aeeaf597-bf4f-425d-afa4-1510bbd72642,2021-11-25,3,3,6,1,52.240873,1,South Cambridgeshire,0.169544,3,1,Cambridgeshire,1,2,30,2024-12-10T20:40:00.000+01:00,1,2,2021-11-25,8.3,6.3,17.9,1.5,4.63,0.0
200901XD80159,2021-02-25,3,2,3,1,51.51614,2,Ealing,-0.297764,1,2,Metropolitan Police,1,2,30,2024-12-10T08:47:00.000+01:00,1,2,2021-02-25,10.666666666666666,12.0,22.7,4.3,3.53,0.2
201001YR90115,2022-02-20,6,2,3,1,51.589342,1,Haringey,-0.076752,1,2,Metropolitan Police,1,2,30,2024-12-10T19:15:00.000+01:00,1,2,2022-02-20,10.333333333333334,12.0,46.8,4.6,1.65,3.1
201020H005760,2022-07-19,1,2,3,1,52.611332,2,Walsall,-1.956843,1,2,West Midlands,1,2,30,2024-12-10T12:10:00.000+01:00,1,3,2022-07-19,16.2,37.1,22.4,19.5,23.62,0.0
201022G003162,2022-06-23,3,2,1,1,52.704309,2,Telford and Wrekin,-2.45817,2,2,West Mercia,1,2,40,2024-12-10T14:10:00.000+01:00,0,2,2022-06-23,16.866666666666667,24.4,17.9,11.5,19.5,2.7
201045RU51532,2022-05-25,2,3,6,1,51.393886,2,Runnymede,-0.562912,1,1,Surrey,1,2,40,2024-12-10T10:00:00.000+01:00,0,2,2022-05-25,16.05,17.3,30.6,8.7,8.91,0.1
201001ZD31065,2022-12-12,7,1,1,1,51.382505,2,Croydon,-0.098658,1,2,Metropolitan Police,1,2,30,2024-12-10T16:30:00.000+01:00,1,2,2022-12-12,7.933333333333334,1.1,12.1,-1.8,2.39,0.1
200905DD03648,2021-12-24,4,1,2,2,53.482981,2,St. Helens,-2.66438,2,3,Merseyside,2,2,60,2024-12-10T12:48:00.000+01:00,0,1,2021-12-24,7.483333333333333,8.9,28.4,5.3,2.11,3.3
200922C904256,2021-08-01,6,2,2,1,52.111936,2,Malvern Hills,-2.322545,1,2,West Mercia,1,2,30,2024-12-10T14:59:00.000+01:00,1,2,2021-08-01,15.466666666666667,19.5,13.9,12.7,14.79,1.3
200906X022881,2021-10-24,6,2,6,1,53.537492,2,Bury,-2.296913,1,3,Greater Manchester,2,5,70,2024-12-10T14:11:00.000+01:00,0,2,2021-10-24,9.983333333333333,12.9,27.5,9.8,3.3,2.9
20103104B0896,2022-04-28,3,3,6,2,53.142274,2,Newark and Sherwood,-1.030902,1,2,Nottinghamshire,1,2,30,2024-12-10T08:15:00.000+01:00,0,2,2022-04-28,14.833333333333334,9.8,15.1,4.7,9.18,1.3
7d9a6a1e-df2a-46e2-9e91-8f329ee6c338,2021-06-29,1,2,1,1,51.300974,2,Swale,0.924775,1,2,Kent,1,5,70,2024-12-10T16:45:00.000+01:00,0,2,2021-06-29,16.533333333333335,17.7,20.0,14.0,14.43,1.1
201001EO40517,2022-09-01,3,1,2,1,51.546667,2,Islington,-0.118071,1,2,Metropolitan Police,1,2,30,2024-12-10T18:55:00.000+01:00,1,2,2022-09-01,13.566666666666666,24.0,22.4,15.2,13.28,0.8
29adfc01-483c-4958-9fde-93201f9fbc8b,2022-11-09,2,2,3,1,53.225969,0,Cheshire East,-2.381633,1,2,Cheshire,1,2,60,2024-12-10T18:07:00.000+01:00,0,2,2022-11-09,9.0,12.3,23.7,8.4,5.17,0.6
200904EL09071,2021-06-20,6,3,6,1,53.760683,2,Hyndburn,-2.388132,1,3,Lancashire,1,5,70,2024-12-10T14:10:00.000+01:00,0,2,2021-06-20,17.083333333333332,16.0,16.2,9.7,14.14,3.3
201004FJ10050,2022-12-24,5,2,3,1,53.715573,2,Rossendale,-2.200736,3,3,Lancashire,3,2,30,2024-12-10T11:30:00.000+01:00,0,2,2022-12-24,7.433333333333334,6.6,29.5,3.4,2.64,1.0
20103102D2142,2022-09-10,5,3,6,1,52.930415,2,Broxtowe,-1.274123,1,2,Nottinghamshire,2,2,30,2024-12-10T07:40:00.000+01:00,1,2,2022-09-10,13.033333333333333,19.5,19.1,12.0,12.0,0.9
200901YE80267,2021-05-14,4,2,3,2,51.612097,2,Enfield,-0.138331,2,2,Metropolitan Police,1,5,30,2024-12-10T08:54:00.000+01:00,1,2,2021-05-14,15.583333333333334,12.4,17.7,7.6,11.98,1.2
200922G906623,2021-11-15,7,3,6,1,52.656364,0,Shropshire,-2.362609,1,2,West Mercia,2,2,60,2024-12-10T16:55:00.000+01:00,0,2,2021-11-15,8.716666666666667,9.3,10.6,4.3,2.06,0.0
200922C904517,2021-08-18,2,2,5,1,52.284512,2,Wychavon,-2.171191,1,2,West Mercia,1,2,30,2024-12-10T14:05:00.000+01:00,1,2,2021-08-18,14.5,20.5,17.1,14.9,12.45,0.1
201042I101603,2022-03-05,5,2,3,1,51.48749,2,Thurrock,0.372852,2,2,Essex,1,2,30,2024-12-10T17:09:00.000+01:00,1,2,2022-03-05,11.183333333333334,8.0,27.8,3.6,3.31,4.8
