Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Vehicle_Type,Date,DayLengthHours,MaxTemperature,MaxWindSpeed,MinTemperature,SolarRadiation,TotalPrecipitation
201020J006220,2022-07-12,1,3,6,1,52.452111,2,Dudley,-2.157713,1,1,West Midlands,2,2,30,2024-12-10T10:00:00.000+01:00,1,2,2022-07-12,16.45,27.3,15.6,19.3,14.78,0.1
d994eb4d-ae91-425e-b87b-0baa53de0492,2021-01-30,5,3,6,2,55.81892,0,West Lothian,-3.693489,6,2,Lothian and Borders,2,2,60,2024-12-10T18:56:00.000+01:00,0,2,2021-01-30,8.516666666666667,2.1,19.8,-0.7,3.28,0.0
201054ES23010,2022-07-24,6,2,1,1,51.088381,2,Wiltshire,-1.771231,1,1,Wiltshire,1,4,30,2024-12-10T08:30:00.000+01:00,1,2,2022-07-24,15.733333333333333,22.5,29.5,16.5,18.73,1.0
e5bd6304-098a-43e1-b494-3b1ff4a7ae9b,2021-07-30,4,3,6,1,55.002174,1,Newcastle upon Tyne,-1.578957,1,2,Northumbria,1,5,30,2024-12-10T21:30:00.000+01:00,1,1,2021-07-30,16.016666666666666,16.5,16.9,11.1,7.8,9.6
08afdf45-0619-4a68-9d22-2a71bdc48504,2022-07-18,7,3,6,1,52.507874,0,Nuneaton and Bedworth,-1.476034,1,1,Warwickshire,1,5,50,2024-12-10T03:28:00.000+01:00,1,2,2022-07-18,16.216666666666665,34.2,15.2,16.9,26.53,0.0
200950JG2D001,2021-02-10,2,2,3,1,50.602975,2,Teignbridge,-3.54747,1,3,Devon and Cornwall,1,2,60,2024-12-10T07:56:00.000+01:00,0,2,2021-02-10,9.8,1.1,27.8,-2.5,6.46,0.0
201045WA52055,2022-07-01,4,3,6,1,51.091271,1,Waverley,-0.741245,1,1,Surrey,1,2,40,2024-12-10T23:19:00.000+01:00,1,2,2022-07-01,16.483333333333334,18.9,26.1,9.4,22.26,0.0
200906A021408,2021-09-23,3,2,3,1,53.519531,2,Manchester,-2.250636,1,2,Greater Manchester,1,2,30,2024-12-10T08:15:00.000+01:00,1,1,2021-09-23,12.133333333333333,15.8,25.1,13.2,5.46,0.4
0127c998-a2ca-4fa4-b180-49f22664cf29,2021-05-01,5,2,6,1,53.32667,2,Halton,-2.710297,1,2,Cheshire,1,2,30,2024-12-10T16:05:00.000+01:00,1,2,2021-05-01,15.083333333333334,10.5,14.8,1.6,20.15,1.0
1a474bb4-de81-443e-837a-e878d5191bcf,2022-12-01,3,2,3,1,53.656938,2,Kirklees,-1.781621,1,2,West Yorkshire,3,2,30,2024-12-10T10:00:00.000+01:00,1,2,2022-12-01,7.85,6.3,7.2,3.2,1.45,0.0
200906K025730,2021-12-17,4,2,6,1,53.576749,2,Bolton,-2.448518,1,1,Greater Manchester,1,2,30,2024-12-10T08:10:00.000+01:00,1,2,2021-12-17,7.466666666666667,7.5,12.2,4.2,2.08,0.0
201043N198100,2022-10-21,4,2,4,1,51.549103,2,South Bucks,-0.513171,1,3,Thames Valley,1,2,50,2024-12-10T09:35:00.000+01:00,0,2,2022-10-21,10.333333333333334,16.3,26.3,10.0,5.78,14.4
3b2b7bc9-a02e-4e19-b04e-d47e7f831cd6,2022-09-17,5,2,2,1,55.037158,1,North Tyneside,-1.470781,2,1,Northumbria,1,2,30,2024-12-10T19:24:00.000+01:00,1,4,2022-09-17,12.6,15.5,27.1,7.7,12.43,0.0
92e745ba-9403-4ba4-a5ff-804a13b41493,2022-01-05,2,2,1,1,55.757258,2,Northumberland,-2.00841,1,2,Northumbria,4,4,30,2024-12-10T09:05:00.000+01:00,0,2,2022-01-05,7.233333333333333,4.1,35.9,-1.2,2.39,0.0
200943R094019,2021-01-14,3,3,6,1,51.506582,2,Slough,-0.632425,1,2,Thames Valley,2,5,70,2024-12-10T19:00:00.000+01:00,0,2,2021-01-14,8.333333333333334,9.4,18.2,2.1,0.63,12.7
200906A020379,2021-08-21,5,2,3,1,53.504623,2,Manchester,-2.195365,2,2,Greater Manchester,1,2,30,2024-12-10T17:46:00.000+01:00,1,2,2021-08-21,14.416666666666666,18.5,11.0,14.9,6.31,10.2
e09868ad-0c0c-4672-bfc3-8e588a7c8a8c,2021-06-29,1,2,6,1,53.33917,2,Cheshire East,-2.229602,1,2,Cheshire,1,2,30,2024-12-10T17:50:00.000+01:00,1,2,2021-06-29,16.933333333333334,21.1,15.1,13.9,21.74,1.2
200901FH10506,2021-09-10,4,2,3,2,51.472354,2,Hammersmith and Fulham,-0.184345,1,2,Metropolitan Police,1,2,30,2024-12-10T09:13:00.000+01:00,1,2,2021-09-10,12.966666666666667,20.9,18.1,16.1,8.28,3.4
ee8b3656-3abc-4328-8c8c-4b08b441f5a2,2021-10-31,6,2,3,1,53.1362,2,Gwynedd,-4.263972,2,2,North Wales,1,2,30,2024-12-10T12:42:00.000+01:00,0,4,2021-10-31,9.566666666666666,10.9,39.6,8.7,3.8,23.3
200920J020202,2021-04-10,5,3,6,1,52.456982,2,Dudley,-2.14478,1,3,West Midlands,2,3,30,2024-12-10T16:30:00.000+01:00,1,2,2021-04-10,13.616666666666667,7.8,15.2,-0.1,13.68,7.5
10c83eda-fa57-44c4-ae96-d6cb9da340d5,2022-09-08,3,2,1,1,50.851286,2,Fareham,-1.179299,1,2,Hampshire,1,2,30,2024-12-10T15:00:00.000+01:00,1,2,2022-09-08,13.1,17.0,29.7,15.0,8.4,8.9
201034WN09440,2022-02-26,5,2,3,1,52.273691,1,Northampton,-0.855026,2,2,Northamptonshire,1,2,30,2024-12-10T17:30:00.000+01:00,1,1,2022-02-26,10.683333333333334,9.6,28.2,0.9,10.02,0.0
8f5e3773-16dd-461d-bd00-06d3e1412c00,2021-04-26,7,2,2,1,50.904499,2,Southampton,-1.362541,1,2,Hampshire,1,2,30,2024-12-10T07:10:00.000+01:00,1,2,2021-04-26,14.516666666666667,13.5,19.5,3.7,24.53,0.0
200901YR90819,2021-10-25,7,2,3,1,51.591354,2,Haringey,-0.06786,1,2,Metropolitan Police,1,2,30,2024-12-10T12:15:00.000+01:00,1,2,2021-10-25,10.066666666666666,15.2,20.4,8.7,7.15,4.9
200901SX20764,2021-08-05,3,1,2,1,51.591383,2,Barnet,-0.211508,1,2,Metropolitan Police,1,2,30,2024-12-10T14:45:00.000+01:00,1,4,2021-08-05,15.2,19.6,26.7,12.9,11.11,3.2
1c027599-f848-49e8-93b7-bdd0dda3c8f7,2022-09-01,3,2,2,1,53.867432,2,Bradford,-1.916935,1,2,West Yorkshire,1,2,20,2024-12-10T18:35:00.000+01:00,1,2,2022-09-01,13.716666666666667,19.6,23.4,12.7,15.46,0.1
daf3a8f7-9820-4b83-82d2-af041ca6de49,2022-04-07,3,3,6,2,52.558575,2,Huntingdonshire,-0.356238,1,2,Cambridgeshire,2,5,70,2024-12-10T14:21:00.000+01:00,0,2,2022-04-07,13.4,10.1,48.2,3.8,15.16,6.5
0d567fd8-a5fa-4b79-b46f-1257ce36291e,2022-08-11,3,2,1,1,52.568547,1,Hinckley and Bosworth,-1.331162,3,2,Leicestershire,1,2,30,2024-12-10T22:25:00.000+01:00,0,2,2022-08-11,14.966666666666667,29.6,13.6,13.8,24.44,0.0
f9c3882c-7096-4f36-b8ed-a852502df643,2021-12-09,3,2,5,1,51.116744,1,Crawley,-0.18832,1,1,Sussex,2,2,30,2024-12-10T18:18:00.000+01:00,1,2,2021-12-09,8.016666666666667,8.0,24.8,2.1,3.6,6.6
feefbd6b-7bf5-4ea2-aa93-fe5e4e381a56,2022-11-21,7,2,3,1,55.161301,1,Northumberland,-1.59957,1,1,Northumbria,1,2,30,2024-12-10T01:22:00.000+01:00,0,2,2022-11-21,8.05,8.0,21.6,-0.1,2.43,0.0
7104739e-54a6-4e68-aee5-1c5d09a2b529,2021-07-23,4,2,1,1,50.912869,2,New Forest,-1.492439,1,2,Hampshire,1,4,50,2024-12-10T14:25:00.000+01:00,1,2,2021-07-23,15.75,24.3,22.5,15.3,23.94,0.1
200901XD80976,2021-12-15,2,2,3,1,51.510246,1,Ealing,-0.288184,1,2,Metropolitan Police,2,2,30,2024-12-10T19:00:00.000+01:00,1,1,2021-12-15,7.866666666666666,12.8,17.1,8.6,2.19,0.5
15de4182-6ba9-45b1-a8be-21c473c2b04e,2021-09-09,3,2,6,2,51.755033,2,Forest of Dean,-2.57179,1,2,Gloucestershire,1,2,30,2024-12-10T19:10:00.000+01:00,0,3,2021-09-09,13.05,20.1,13.1,16.0,7.37,14.4
2009160C03690,2021-07-08,3,3,6,1,53.854263,2,East Riding of Yorkshire,-0.532425,1,3,Humberside,1,2,60,2024-12-10T15:36:00.000+01:00,0,2,2021-07-08,16.85,20.8,12.6,12.4,22.88,0.3
201020L019511,2022-01-27,3,2,2,2,52.384269,1,Solihull,-1.649403,1,1,West Midlands,1,2,30,2024-12-10T07:22:00.000+01:00,0,4,2022-01-27,8.8,10.7,27.9,3.9,3.61,0.0
201043N046010,2022-01-09,6,3,6,1,52.007141,2,Aylesbury Vale,-0.955668,1,1,Thames Valley,4,2,60,2024-12-10T07:15:00.000+01:00,0,1,2022-01-09,8.05,6.4,25.8,1.9,4.24,0.0
4ce4b6e2-56b1-40a7-87a6-37e15786d4ce,2022-05-28,5,2,3,1,51.419385,2,South Gloucestershire,-2.490365,2,3,Avon and Somerset,1,2,30,2024-12-10T21:12:00.000+01:00,0,2,2022-05-28,16.166666666666668,15.8,15.5,7.8,19.58,0.0
201001KD50344,2022-07-01,4,2,3,1,51.595244,2,Havering,0.162745,1,1,Metropolitan Police,1,2,30,2024-12-10T17:20:00.000+01:00,1,2,2022-07-01,16.566666666666666,20.1,23.0,10.1,20.92,0.6
6d5f8b45-88e2-489c-aade-e39a1415882d,2022-03-02,2,3,6,2,50.780975,2,Lewes,0.088632,2,2,Sussex,1,5,60,2024-12-10T07:25:00.000+01:00,1,2,2022-03-02,11.0,8.0,20.2,6.5,3.56,6.6
20093102C3480,2021-12-19,6,2,1,1,52.967634,2,Nottingham,-1.190861,3,2,Nottinghamshire,4,4,30,2024-12-10T15:30:00.000+01:00,1,2,2021-12-19,7.583333333333333,4.7,10.2,1.9,1.06,0.0
"45728538-b48d-4542-8665-44e3627fc707,2021-03-15,7,3,6,1,51.529271,2,""Rhondda, Cynon, Taff"",-3.252281,4,3,South Wales,1,5,70,2024-12-10T09:23:00.000+01:00,0,3,2021-03-15,11.85,11.5,21.4,7.3,6.69,0.2"
200920H068302,2021-11-28,6,2,1,1,52.606845,2,Walsall,-1.999229,1,2,West Midlands,2,4,30,2024-12-10T14:20:00.000+01:00,1,2,2021-11-28,8.116666666666667,1.6,23.3,-2.6,2.6,2.9
200932C106909,2021-04-24,5,1,2,1,52.978144,2,Boston,-0.01847,1,1,Lincolnshire,1,5,40,2024-12-10T10:14:00.000+01:00,1,2,2021-04-24,14.583333333333334,13.0,21.7,4.5,19.53,0.0
20104100A0134,2022-02-24,3,2,4,1,51.847332,0,East Hertfordshire,-0.098585,2,2,Hertfordshire,2,2,60,2024-12-10T18:48:00.000+01:00,0,2,2022-02-24,10.566666666666666,7.8,34.6,2.8,8.28,5.8
"2010160D07671,2022-12-30,4,1,2,1,53.742328,1,""Kingston upon Hull, City of"",-0.344508,5,2,Humberside,2,5,30,2024-12-10T17:52:00.000+01:00,1,2,2022-12-30,7.483333333333333,10.8,39.8,4.3,0.81,0.4"
"2befbe09-4da1-4201-86c1-6f31fbd94421,2021-11-02,1,2,3,1,51.461616,1,""Bristol, City of"",-2.557608,1,2,Avon and Somerset,1,2,30,2024-12-10T21:41:00.000+01:00,1,2,2021-11-02,9.583333333333334,10.6,10.7,3.9,6.99,1.3"
a86ff079-e637-4215-aefc-e46548644198,2022-07-23,5,2,4,1,54.998163,2,South Tyneside,-1.413299,1,3,Northumbria,1,2,30,2024-12-10T16:45:00.000+01:00,0,2,2022-07-23,16.433333333333334,21.3,24.4,13.8,15.34,1.1
2009559D03779,2021-09-17,4,2,3,2,50.860077,2,North Dorset,-2.082803,2,2,Dorset,1,2,60,2024-12-10T00:25:00.000+01:00,0,2,2021-09-17,12.516666666666667,19.7,20.3,12.8,11.4,0.3
20093102D2994,2021-11-19,4,3,6,1,52.93692,1,Rushcliffe,-1.119417,1,2,Nottinghamshire,2,2,30,2024-12-10T18:10:00.000+01:00,1,2,2021-11-19,8.466666666666667,13.3,19.4,8.6,4.55,0.0
970f436f-4db4-410c-9516-bdc8b499414d,2022-09-10,5,1,3,1,53.37464,1,Warrington,-2.583177,1,2,Cheshire,1,2,30,2024-12-10T21:15:00.000+01:00,1,3,2022-09-10,13.066666666666666,19.7,17.9,12.7,12.42,0.1
201060L013194,2022-01-22,5,1,1,1,53.050092,1,Wrexham,-2.995606,1,2,North Wales,1,2,30,2024-12-10T16:40:00.000+01:00,1,2,2022-01-22,8.45,7.6,17.7,2.9,3.42,0.0
201063AC19710,2022-06-07,1,3,6,1,51.842669,2,Carmarthenshire,-4.410736,2,2,Dyfed-Powys,2,5,70,2024-12-10T18:02:00.000+01:00,0,2,2022-06-07,16.533333333333335,17.6,20.8,8.7,17.49,4.7
201001TC00039,2022-02-07,7,2,3,3,51.527725,1,Tower Hamlets,-0.021681,1,1,Metropolitan Police,1,2,30,2024-12-10T02:25:00.000+01:00,1,2,2022-02-07,9.516666666666667,10.8,26.8,1.7,5.5,0.0
afb434c5-817e-45eb-8000-6e5e0a703fd2,2021-03-27,5,3,6,1,53.727524,2,Calderdale,-1.859767,3,3,West Yorkshire,1,5,40,2024-12-10T15:44:00.000+01:00,1,2,2021-03-27,12.7,8.6,33.2,2.3,11.02,1.4
1a720b7a-5d51-4999-a24f-67c5ac8a91c3,2022-02-08,1,1,3,1,51.116285,1,Crawley,-0.164619,2,2,Sussex,2,5,40,2024-12-10T18:45:00.000+01:00,1,2,2022-02-08,9.616666666666667,11.8,26.0,8.6,4.14,0.0
35c97308-49f3-4492-9b07-92e79894e61a,2022-11-09,2,3,6,1,52.34308,2,South Cambridgeshire,0.060912,2,2,Cambridgeshire,2,2,60,2024-12-10T08:16:00.000+01:00,0,2,2022-11-09,9.116666666666667,13.1,28.6,9.8,5.12,0.5
200930C000036,2021-01-17,6,2,3,1,53.261528,2,Chesterfield,-1.42909,3,2,Derbyshire,2,2,30,2024-12-10T08:40:00.000+01:00,1,1,2021-01-17,8.2,6.2,22.4,3.3,3.41,0.4
200906J024337,2021-11-23,1,1,2,1,53.437531,1,Stockport,-2.159682,1,1,Greater Manchester,2,5,30,2024-12-10T18:55:00.000+01:00,1,4,2021-11-23,8.2,8.7,9.2,0.3,2.99,0.0
7a36c83e-0f06-4048-ad69-e86bb0bd3ef9,2022-04-24,6,2,6,1,53.133739,2,Cheshire East,-2.197416,2,2,Cheshire,1,2,60,2024-12-10T15:10:00.000+01:00,0,2,2022-04-24,14.583333333333334,13.8,28.0,5.8,20.46,0.0
2009559D03103,2021-08-01,6,2,6,1,50.712035,2,West Dorset,-2.492437,1,3,Dorset,2,2,60,2024-12-10T12:49:00.000+01:00,0,2,2021-08-01,15.3,18.6,17.7,11.1,17.51,6.0
201004EA10013,2022-01-23,6,1,2,1,53.743622,2,Blackburn with Darwen,-2.48259,2,2,Lancashire,1,2,30,2024-12-10T10:53:00.000+01:00,1,2,2022-01-23,8.4,5.4,13.7,2.6,2.05,0.0
201030B000070,2022-03-11,4,1,2,1,53.253246,2,High Peak,-1.914832,1,2,Derbyshire,1,2,30,2024-12-10T08:23:00.000+01:00,1,2,2022-03-11,11.533333333333333,9.8,34.8,6.1,5.2,6.1
200942I172506,2021-06-03,3,2,5,1,51.544421,2,Southend-on-Sea,0.778093,1,1,Essex,1,2,30,2024-12-10T13:25:00.000+01:00,1,1,2021-06-03,16.383333333333333,24.5,21.6,15.9,22.85,0.2
"2009160D06080,2021-10-02,5,2,1,1,53.778855,2,""Kingston upon Hull, City of"",-0.386325,2,1,Humberside,1,4,30,2024-12-10T08:30:00.000+01:00,1,2,2021-10-02,11.5,13.4,28.6,8.0,2.88,8.6"
200901KD50359,2021-07-31,5,2,4,2,51.580451,2,Havering,0.155403,2,2,Metropolitan Police,1,5,50,2024-12-10T13:10:00.000+01:00,1,2,2021-07-31,15.466666666666667,19.8,16.6,13.5,15.54,4.1
200943R239119,2021-11-26,4,2,3,2,51.394727,2,Bracknell Forest,-0.762688,1,1,Thames Valley,2,2,30,2024-12-10T08:18:00.000+01:00,1,3,2021-11-26,8.366666666666667,8.1,28.4,2.1,2.92,1.2
200904CA09103,2021-11-13,5,2,1,1,53.66156,1,Chorley,-2.61891,1,2,Lancashire,2,4,30,2024-12-10T17:17:00.000+01:00,1,2,2021-11-13,8.7,11.5,28.7,5.4,4.77,1.6
200920E139303,2021-11-09,1,3,6,1,52.443828,1,Birmingham,-1.834012,1,1,West Midlands,2,5,30,2024-12-10T20:01:00.000+01:00,1,2,2021-11-09,9.083333333333334,13.5,26.0,9.8,4.0,0.2
185decb0-f767-406e-bb20-afa0534fe6f0,2021-03-18,3,2,6,1,53.229648,2,Chester,-2.826288,3,3,Cheshire,1,2,60,2024-12-10T14:35:00.000+01:00,0,1,2021-03-18,12.05,9.1,20.5,4.9,5.6,0.0
200906Q024836,2021-11-28,6,2,2,1,53.548267,2,Oldham,-2.06909,1,2,Greater Manchester,1,2,30,2024-12-10T08:40:00.000+01:00,1,2,2021-11-28,7.966666666666667,0.4,14.7,-3.9,1.47,3.2
201005BB02087,2022-03-05,5,2,3,1,53.611482,2,Sefton,-3.015566,2,2,Merseyside,1,2,30,2024-12-10T11:50:00.000+01:00,1,2,2022-03-05,11.1,8.8,20.1,1.4,10.95,0.0
201011SJ11710,2022-04-06,2,2,6,2,54.528777,2,Darlington,-1.561128,1,2,Durham,1,2,30,2024-12-10T16:00:00.000+01:00,1,1,2022-04-06,13.433333333333334,10.5,38.7,6.5,16.85,2.3
201043R254090,2022-09-22,3,2,3,1,51.484929,2,Windsor and Maidenhead,-0.641715,1,2,Thames Valley,1,2,40,2024-12-10T09:01:00.000+01:00,0,2,2022-09-22,12.216666666666667,20.6,15.9,9.2,12.14,0.3
200904FJ09038,2021-09-14,1,3,6,1,53.728621,2,Rossendale,-2.241267,1,3,Lancashire,1,2,30,2024-12-10T17:40:00.000+01:00,0,2,2021-09-14,12.766666666666667,14.9,17.7,10.3,6.88,1.9
200945MO35114,2021-02-12,4,2,1,1,51.293165,2,Mole Valley,-0.351061,1,3,Surrey,2,4,30,2024-12-10T08:10:00.000+01:00,1,1,2021-02-12,9.866666666666667,-0.1,25.2,-4.6,9.05,0.0
"340792f0-f71d-4adc-bf58-6a8ec57506c7,2021-07-12,7,2,1,1,55.942664,2,""Edinburgh, City of"",-3.293139,1,2,Lothian and Borders,1,4,40,2024-12-10T18:30:00.000+01:00,1,3,2021-07-12,17.133333333333333,18.1,15.3,13.7,18.84,0.8"
5a671434-a85a-4979-a6a0-612d5d99efda,2022-06-27,7,2,3,1,52.595216,1,Peterborough,-0.258897,1,2,Cambridgeshire,1,2,30,2024-12-10T22:49:00.000+01:00,1,2,2022-06-27,16.833333333333332,18.7,27.1,11.5,20.52,0.7
a6a3627c-5e6c-43ff-83a6-b72185f32b26,2021-10-26,1,1,4,1,52.804928,2,Stafford,-2.111518,1,2,Staffordshire,1,5,30,2024-12-10T10:10:00.000+01:00,1,2,2021-10-26,9.9,15.6,25.4,8.2,2.8,0.9
9e467508-00df-4f15-a3a3-f47c42acfc08,2022-07-09,5,2,5,1,52.323816,2,Huntingdonshire,-0.149537,2,2,Cambridgeshire,1,2,60,2024-12-10T07:02:00.000+01:00,0,1,2022-07-09,16.516666666666666,24.4,18.7,14.5,25.55,0.0
57fd39f3-4c1b-40b0-a7d4-2c5df8416720,2021-03-19,4,2,3,2,54.965971,2,Gateshead,-1.792853,1,1,Northumbria,1,2,30,2024-12-10T10:00:00.000+01:00,1,2,2021-03-19,12.116666666666667,8.4,15.5,7.0,3.28,1.0
200943R035049,2021-04-05,7,3,6,1,51.514809,2,Slough,-0.575684,1,1,Thames Valley,1,2,30,2024-12-10T13:10:00.000+01:00,1,2,2021-04-05,13.233333333333333,7.2,28.4,1.0,12.87,0.0
9e479d3c-1b72-4a13-bf31-3cdf0cb969b3,2022-11-15,1,1,2,1,53.799048,1,Bradford,-1.784679,1,2,West Yorkshire,2,2,30,2024-12-10T20:07:00.000+01:00,1,2,2022-11-15,8.566666666666666,11.1,24.3,6.1,0.48,12.7
200930D000598,2021-07-30,4,1,3,1,52.912117,2,Derby,-1.46879,1,2,Derbyshire,1,2,30,2024-12-10T20:30:00.000+01:00,1,2,2021-07-30,15.7,17.1,22.2,13.5,7.29,13.0
2010160C07041,2022-11-11,4,3,6,1,54.060427,2,East Riding of Yorkshire,-0.291237,1,1,Humberside,2,2,40,2024-12-10T22:14:00.000+01:00,0,4,2022-11-11,8.766666666666667,16.6,40.2,12.0,4.54,0.0
016ffa72-1364-48b9-81ae-f44af1910427,2021-09-25,5,2,2,2,52.652635,2,King's Lynn and West Norfolk,0.445225,3,3,Norfolk,1,2,60,2024-12-10T13:52:00.000+01:00,0,2,2021-09-25,12.0,21.1,12.1,14.6,8.6,0.3
201020N025860,2022-04-13,2,3,6,1,52.578724,0,Birmingham,-1.803988,1,1,West Midlands,1,2,60,2024-12-10T23:08:00.000+01:00,1,4,2022-04-13,13.816666666666666,14.9,17.6,6.5,11.64,2.7
201022F005137,2022-10-14,4,2,3,1,52.82165,2,Shropshire,-2.451835,2,1,West Mercia,1,2,60,2024-12-10T16:11:00.000+01:00,0,2,2022-10-14,10.716666666666667,15.6,20.5,9.5,7.29,5.0
201050CT2V002,2022-09-01,3,2,3,1,50.905893,0,Torridge,-3.921476,1,2,Devon and Cornwall,1,2,60,2024-12-10T21:45:00.000+01:00,0,2,2022-09-01,13.533333333333333,20.8,21.8,13.1,13.03,1.0
20105500D0244,2022-01-19,2,2,3,1,50.836467,2,West Dorset,-2.577249,2,2,Dorset,1,2,60,2024-12-10T15:04:00.000+01:00,0,2,2022-01-19,8.616666666666667,9.3,24.1,2.7,3.15,1.2
b905d19a-6abd-4a54-b836-a0590ef75797,2022-11-10,3,3,6,1,54.160905,2,Barrow-in-Furness,-3.16865,1,2,Cumbria,1,2,40,2024-12-10T12:29:00.000+01:00,0,2,2022-11-10,8.833333333333334,14.3,46.7,12.6,2.91,4.1
201060L168982,2022-09-09,4,3,6,1,53.176725,2,Flintshire,-2.944072,1,1,North Wales,1,2,30,2024-12-10T18:50:00.000+01:00,1,2,2022-09-09,13.116666666666667,19.1,20.9,13.6,13.34,0.8
200901EO40551,2021-09-20,7,1,2,1,51.546528,1,Islington,-0.087212,1,2,Metropolitan Police,1,2,30,2024-12-10T01:12:00.000+01:00,1,2,2021-09-20,12.316666666666666,19.0,20.9,12.0,8.48,0.0
201063AC39210,2022-09-27,1,2,5,1,51.859952,2,Carmarthenshire,-4.315946,1,3,Dyfed-Powys,1,2,30,2024-12-10T17:23:00.000+01:00,1,2,2022-09-27,11.883333333333333,14.0,29.3,10.6,7.66,0.7
0b1a7d6c-6e1e-4268-aa74-eeadf0d3696e,2021-01-09,5,2,6,1,51.879589,2,Cotswold,-1.669903,1,2,Gloucestershire,4,2,50,2024-12-10T09:30:00.000+01:00,0,2,2021-01-09,8.083333333333334,0.7,10.4,-1.4,2.22,0.0
201032B057710,2022-02-21,7,3,6,1,52.901641,2,South Kesteven,-0.623253,1,1,Lincolnshire,3,2,30,2024-12-10T09:00:00.000+01:00,1,3,2022-02-21,10.3,9.3,46.4,2.4,6.59,0.9
4d49adea-9b2f-4af8-853b-ec6bee32612b,2021-10-02,5,2,3,1,54.966381,2,Gateshead,-1.770671,2,2,Northumbria,2,2,60,2024-12-10T14:05:00.000+01:00,0,2,2021-10-02,11.466666666666667,11.0,35.0,8.0,4.53,6.5
201050KC2E001,2022-03-15,1,2,6,1,50.8579,2,Mid Devon,-3.806823,1,1,Devon and Cornwall,1,2,30,2024-12-10T11:35:00.000+01:00,0,2,2022-03-15,11.85,12.9,16.8,3.6,10.4,2.1
200950GR2B019,2021-07-23,4,2,3,1,50.325782,2,Cornwall,-5.133201,1,2,Devon and Cornwall,1,2,30,2024-12-10T16:31:00.000+01:00,0,2,2021-07-23,15.666666666666666,22.0,29.6,17.4,19.47,5.6
200945RE39820,2021-06-12,5,2,3,1,51.239277,2,Reigate and Banstead,-0.208867,1,1,Surrey,1,2,30,2024-12-10T11:05:00.000+01:00,1,2,2021-06-12,16.533333333333335,21.6,13.7,14.5,23.8,0.0
2009400D01529,2021-06-02,2,3,6,2,51.907276,2,Central Bedfordshire,-0.697045,1,1,Bedfordshire,1,5,70,2024-12-10T17:30:00.000+01:00,0,2,2021-06-02,16.433333333333334,24.4,18.6,11.2,22.92,0.4
200950JN2E017,2021-07-19,7,2,3,1,50.497867,2,Teignbridge,-3.57886,1,1,Devon and Cornwall,1,2,30,2024-12-10T10:30:00.000+01:00,0,1,2021-07-19,15.85,25.4,9.2,17.0,28.51,0.0
201050DE2A013,2022-09-29,3,2,5,1,50.732251,2,Exeter,-3.558103,1,2,Devon and Cornwall,1,2,30,2024-12-10T15:21:00.000+01:00,1,2,2022-09-29,11.766666666666667,15.4,22.6,7.4,10.94,3.5
201063DP07510,2022-03-23,2,2,5,1,51.771221,2,Powys,-3.777266,3,2,Dyfed-Powys,1,2,30,2024-12-10T09:35:00.000+01:00,0,2,2022-03-23,12.366666666666667,16.0,14.5,7.3,15.47,0.0
200906A008305,2021-01-04,7,1,2,2,53.484396,2,Manchester,-2.245455,1,2,Greater Manchester,1,2,30,2024-12-10T13:30:00.000+01:00,1,2,2021-01-04,7.683333333333334,4.3,18.6,1.1,1.83,0.0
201060L161836,2022-08-30,1,3,6,2,53.116385,2,Denbighshire,-3.505311,1,1,North Wales,1,2,60,2024-12-10T11:40:00.000+01:00,0,2,2022-08-30,13.8,16.4,18.9,9.6,17.1,0.0
20093102A0753,2021-03-31,2,2,2,1,53.026808,2,Ashfield,-1.221214,1,1,Nottinghamshire,1,2,30,2024-12-10T18:30:00.000+01:00,1,2,2021-03-31,12.95,19.9,22.7,8.1,16.55,0.0
201005AA04547,2022-07-27,2,2,3,1,53.416362,2,Wirral,-3.032879,5,3,Merseyside,1,2,30,2024-12-10T18:29:00.000+01:00,1,2,2022-07-27,15.95,17.3,16.2,13.0,18.28,1.0
200963AC04209,2021-02-20,5,2,3,1,51.714319,1,Carmarthenshire,-4.051966,1,1,Dyfed-Powys,1,2,30,2024-12-10T23:23:00.000+01:00,0,1,2021-02-20,10.333333333333334,11.9,38.1,8.9,0.63,21.1
200991NM08360,2021-07-23,4,3,6,1,57.045855,2,Highland,-4.143766,1,1,Northern,1,2,60,2024-12-10T20:08:00.000+01:00,0,2,2021-07-23,16.8,25.3,7.4,15.1,23.62,0.0
201060L200261,2022-10-28,4,2,1,1,53.229,2,Gwynedd,-4.126676,1,2,North Wales,2,4,30,2024-12-10T14:40:00.000+01:00,1,2,2022-10-28,9.75,16.6,43.5,12.5,7.19,3.6
2010170M11690,2022-07-13,2,2,3,1,54.534759,2,Middlesbrough,-1.243937,1,2,Cleveland,1,2,40,2024-12-10T17:15:00.000+01:00,1,2,2022-07-13,16.8,21.2,18.4,14.3,27.74,0.0
201020T056280,2022-12-26,7,3,6,1,52.479573,1,Birmingham,-1.760551,1,2,West Midlands,4,2,30,2024-12-10T00:16:00.000+01:00,1,2,2022-12-26,7.683333333333334,8.0,31.4,1.8,3.43,0.2
